person	meeting_title	start_time	end_time	duration_minutes
Person_5	Stakeholder Meeting	2025-07-21 11:00:00	2025-07-21 15:00:00	240
Person_5	Interview	2025-07-21 15:00:00	2025-07-21 15:45:00	45
Person_5	Brainstorming	2025-07-22 09:00:00	2025-07-22 12:00:00	180
Person_5	Training Session	2025-07-22 12:00:00	2025-07-22 15:00:00	180
Person_5	Client Call	2025-07-22 15:00:00	2025-07-22 15:30:00	30
Person_5	Stakeholder Meeting	2025-07-23 09:00:00	2025-07-23 11:00:00	120
Person_5	Sprint Planning	2025-07-23 13:30:00	2025-07-23 14:00:00	30
Person_5	Code Review	2025-07-24 08:45:00	2025-07-24 12:45:00	240
Person_5	Stakeholder Meeting	2025-07-24 12:45:00	2025-07-24 14:15:00	90
Person_5	Project Review	2025-07-24 14:15:00	2025-07-24 15:00:00	45
Person_5	Demo	2025-07-24 15:00:00	2025-07-24 15:45:00	45
Person_5	Demo	2025-07-24 15:45:00	2025-07-24 16:00:00	15
Person_5	Design Review	2025-07-25 14:00:00	2025-07-25 14:45:00	45
Person_5	Brainstorming	2025-07-28 11:45:00	2025-07-28 12:45:00	60
Person_5	Product Demo	2025-07-29 08:45:00	2025-07-29 12:45:00	240
Person_5	Architecture Review	2025-07-29 12:45:00	2025-07-29 13:45:00	60
Person_5	Architecture Review	2025-07-30 08:15:00	2025-07-30 08:45:00	30
Person_5	Budget Review	2025-07-30 09:45:00	2025-07-30 13:45:00	240
Person_5	Strategy Session	2025-07-30 14:45:00	2025-07-30 15:15:00	30
Person_5	Sprint Planning	2025-07-31 08:00:00	2025-07-31 10:00:00	120
Person_5	1:1 Meeting	2025-07-31 10:00:00	2025-07-31 10:15:00	15
Person_5	Design Review	2025-07-31 10:15:00	2025-07-31 10:45:00	30
Person_5	Retrospective	2025-07-31 10:45:00	2025-07-31 12:45:00	120
Person_5	Project Review	2025-07-31 12:45:00	2025-07-31 13:15:00	30
Person_5	Design Review	2025-07-31 13:15:00	2025-07-31 14:00:00	45
Person_5	Client Call	2025-07-31 14:00:00	2025-07-31 14:15:00	15
Person_5	Code Review	2025-07-31 14:15:00	2025-07-31 14:45:00	30
Person_5	Stakeholder Meeting	2025-07-31 14:45:00	2025-07-31 15:00:00	15
Person_5	Sprint Planning	2025-07-31 15:00:00	2025-07-31 15:45:00	45
Person_5	Team Standup	2025-08-01 10:30:00	2025-08-01 14:30:00	240
Person_5	Architecture Review	2025-08-01 14:30:00	2025-08-01 15:15:00	45
Person_5	Budget Review	2025-08-04 08:45:00	2025-08-04 11:45:00	180
Person_5	Architecture Review	2025-08-04 11:45:00	2025-08-04 12:00:00	15
Person_5	Sprint Planning	2025-08-04 12:00:00	2025-08-04 12:15:00	15
Person_5	Client Call	2025-08-04 12:15:00	2025-08-04 13:15:00	60
Person_5	Brainstorming	2025-08-04 13:15:00	2025-08-04 14:00:00	45
Person_5	Stakeholder Meeting	2025-08-04 14:00:00	2025-08-04 14:15:00	15
Person_5	All Hands	2025-08-04 14:15:00	2025-08-04 15:15:00	60
Person_5	Stakeholder Meeting	2025-08-05 08:30:00	2025-08-05 10:30:00	120
Person_5	Team Standup	2025-08-05 10:30:00	2025-08-05 12:30:00	120
Person_5	Code Review	2025-08-05 12:30:00	2025-08-05 12:45:00	15
Person_5	Architecture Review	2025-08-05 12:45:00	2025-08-05 13:00:00	15
Person_5	Sprint Planning	2025-08-05 13:00:00	2025-08-05 14:00:00	60
Person_5	Retrospective	2025-08-05 14:00:00	2025-08-05 14:15:00	15
Person_5	Project Review	2025-08-05 14:15:00	2025-08-05 15:00:00	45
Person_5	Technical Discussion	2025-08-05 15:00:00	2025-08-05 15:30:00	30
Person_5	Architecture Review	2025-08-06 10:45:00	2025-08-06 14:45:00	240
Person_5	Product Demo	2025-08-06 14:45:00	2025-08-06 15:00:00	15
Person_5	Strategy Session	2025-08-07 10:30:00	2025-08-07 10:45:00	15
Person_5	Design Review	2025-08-07 14:00:00	2025-08-07 14:30:00	30
Person_5	Strategy Session	2025-08-07 14:45:00	2025-08-07 15:00:00	15
Person_5	1:1 Meeting	2025-08-08 09:00:00	2025-08-08 13:00:00	240
Person_5	Interview	2025-08-08 13:00:00	2025-08-08 14:00:00	60
Person_5	Retrospective	2025-08-08 14:00:00	2025-08-08 15:30:00	90
Person_5	Demo	2025-08-08 15:30:00	2025-08-08 15:45:00	15
Person_5	Planning Meeting	2025-08-11 10:45:00	2025-08-11 13:45:00	180
Person_5	Sprint Planning	2025-08-12 08:30:00	2025-08-12 10:00:00	90
Person_5	Brainstorming	2025-08-12 11:30:00	2025-08-12 12:00:00	30
Person_5	Interview	2025-08-13 08:15:00	2025-08-13 09:15:00	60
Person_5	Design Review	2025-08-13 09:15:00	2025-08-13 12:15:00	180
Person_5	Client Call	2025-08-13 12:15:00	2025-08-13 13:45:00	90
Person_5	Budget Review	2025-08-13 13:45:00	2025-08-13 14:15:00	30
Person_5	Brainstorming	2025-08-13 14:15:00	2025-08-13 15:45:00	90
Person_5	Planning Meeting	2025-08-14 12:15:00	2025-08-14 14:15:00	120
Person_5	All Hands	2025-08-15 08:00:00	2025-08-15 12:00:00	240
Person_5	Interview	2025-08-15 12:00:00	2025-08-15 12:30:00	30
Person_5	Design Review	2025-08-15 12:30:00	2025-08-15 13:15:00	45
Person_5	Technical Discussion	2025-08-15 13:15:00	2025-08-15 15:15:00	120
Person_5	All Hands	2025-08-15 15:15:00	2025-08-15 15:45:00	30
Person_5	All Hands	2025-08-15 15:45:00	2025-08-15 16:00:00	15
Person_5	Team Standup	2025-08-18 08:45:00	2025-08-18 09:45:00	60
Person_5	Stakeholder Meeting	2025-08-18 12:15:00	2025-08-18 13:00:00	45
Person_5	Design Review	2025-08-19 10:00:00	2025-08-19 11:30:00	90
Person_5	Budget Review	2025-08-19 13:00:00	2025-08-19 14:00:00	60
Person_5	Demo	2025-08-20 08:15:00	2025-08-20 12:15:00	240
Person_5	All Hands	2025-08-20 12:15:00	2025-08-20 13:15:00	60
Person_5	Planning Meeting	2025-08-20 13:15:00	2025-08-20 13:45:00	30
Person_5	Strategy Session	2025-08-21 09:00:00	2025-08-21 10:00:00	60
Person_5	Planning Meeting	2025-08-21 10:30:00	2025-08-21 12:00:00	90
Person_5	Interview	2025-08-21 14:45:00	2025-08-21 15:30:00	45
Person_5	Interview	2025-08-22 08:00:00	2025-08-22 12:00:00	240
Person_5	Retrospective	2025-08-22 12:00:00	2025-08-22 12:30:00	30
Person_5	Product Demo	2025-08-22 12:30:00	2025-08-22 14:30:00	120
Person_5	Project Review	2025-08-22 14:30:00	2025-08-22 15:15:00	45
Person_5	Demo	2025-08-25 09:00:00	2025-08-25 09:30:00	30
Person_5	Product Demo	2025-08-25 09:30:00	2025-08-25 11:30:00	120
Person_5	Technical Discussion	2025-08-25 11:30:00	2025-08-25 14:30:00	180
Person_5	Design Review	2025-08-25 14:30:00	2025-08-25 15:00:00	30
Person_5	All Hands	2025-08-25 15:00:00	2025-08-25 15:45:00	45
Person_5	Client Call	2025-08-25 15:45:00	2025-08-25 16:00:00	15
Person_5	Strategy Session	2025-08-26 10:00:00	2025-08-26 10:30:00	30
Person_5	Code Review	2025-08-26 10:45:00	2025-08-26 11:30:00	45
Person_5	Budget Review	2025-08-26 12:15:00	2025-08-26 14:15:00	120
Person_5	Brainstorming	2025-08-27 09:15:00	2025-08-27 10:00:00	45
Person_5	Planning Meeting	2025-08-27 12:15:00	2025-08-27 12:45:00	30
Person_5	Budget Review	2025-08-27 13:15:00	2025-08-27 14:00:00	45
Person_5	Technical Discussion	2025-08-28 08:15:00	2025-08-28 08:45:00	30
Person_5	Strategy Session	2025-08-28 13:30:00	2025-08-28 15:00:00	90
Person_5	Team Standup	2025-08-28 15:00:00	2025-08-28 15:15:00	15
Person_5	Retrospective	2025-08-29 09:00:00	2025-08-29 13:00:00	240
Person_5	Project Review	2025-08-29 13:00:00	2025-08-29 14:30:00	90
Person_5	Product Demo	2025-08-29 14:30:00	2025-08-29 14:45:00	15
Person_6	Demo	2025-07-21 10:30:00	2025-07-21 11:15:00	45
Person_6	Brainstorming	2025-07-21 11:15:00	2025-07-21 12:15:00	60
Person_6	Design Review	2025-07-21 12:15:00	2025-07-21 15:15:00	180
Person_6	Training Session	2025-07-22 08:30:00	2025-07-22 12:30:00	240
Person_6	Interview	2025-07-22 12:30:00	2025-07-22 15:30:00	180
Person_6	Code Review	2025-07-22 15:30:00	2025-07-22 16:00:00	30
Person_6	Planning Meeting	2025-07-23 10:00:00	2025-07-23 13:00:00	180
Person_6	Brainstorming	2025-07-23 13:00:00	2025-07-23 14:30:00	90
Person_6	Budget Review	2025-07-23 14:30:00	2025-07-23 15:00:00	30
Person_6	Planning Meeting	2025-07-23 15:00:00	2025-07-23 16:00:00	60
Person_6	Strategy Session	2025-07-24 09:00:00	2025-07-24 13:00:00	240
Person_6	Retrospective	2025-07-25 08:15:00	2025-07-25 08:45:00	30
Person_6	Architecture Review	2025-07-25 10:30:00	2025-07-25 14:30:00	240
Person_6	All Hands	2025-07-25 14:30:00	2025-07-25 15:00:00	30
Person_6	Retrospective	2025-07-28 08:30:00	2025-07-28 10:00:00	90
Person_6	Product Demo	2025-07-28 11:15:00	2025-07-28 15:15:00	240
Person_6	Demo	2025-07-29 11:00:00	2025-07-29 14:00:00	180
Person_6	All Hands	2025-07-30 08:15:00	2025-07-30 08:30:00	15
Person_6	Brainstorming	2025-07-30 09:30:00	2025-07-30 10:15:00	45
Person_6	1:1 Meeting	2025-07-30 12:15:00	2025-07-30 15:15:00	180
Person_6	Brainstorming	2025-07-31 08:30:00	2025-07-31 12:30:00	240
Person_6	Retrospective	2025-07-31 12:30:00	2025-07-31 14:30:00	120
Person_6	Brainstorming	2025-07-31 14:30:00	2025-07-31 15:15:00	45
Person_6	Technical Discussion	2025-08-01 11:00:00	2025-08-01 15:00:00	240
Person_6	Client Call	2025-08-01 15:00:00	2025-08-01 15:45:00	45
Person_6	Team Standup	2025-08-01 15:45:00	2025-08-01 16:00:00	15
Person_6	Stakeholder Meeting	2025-08-04 08:30:00	2025-08-04 12:30:00	240
Person_6	1:1 Meeting	2025-08-04 14:00:00	2025-08-04 15:00:00	60
Person_6	Design Review	2025-08-05 08:00:00	2025-08-05 09:00:00	60
Person_6	Code Review	2025-08-05 09:15:00	2025-08-05 12:15:00	180
Person_6	Client Call	2025-08-05 12:45:00	2025-08-05 13:00:00	15
Person_6	Stakeholder Meeting	2025-08-06 11:30:00	2025-08-06 12:30:00	60
Person_6	Planning Meeting	2025-08-07 10:30:00	2025-08-07 13:30:00	180
Person_6	Product Demo	2025-08-07 13:30:00	2025-08-07 15:00:00	90
Person_6	Training Session	2025-08-08 10:00:00	2025-08-08 11:00:00	60
Person_6	Architecture Review	2025-08-08 13:00:00	2025-08-08 14:30:00	90
Person_6	Architecture Review	2025-08-11 09:15:00	2025-08-11 13:15:00	240
Person_6	Strategy Session	2025-08-11 13:15:00	2025-08-11 14:45:00	90
Person_6	1:1 Meeting	2025-08-12 10:15:00	2025-08-12 11:00:00	45
Person_6	Interview	2025-08-12 11:15:00	2025-08-12 14:15:00	180
Person_6	Strategy Session	2025-08-13 08:45:00	2025-08-13 12:45:00	240
Person_6	Training Session	2025-08-13 12:45:00	2025-08-13 14:45:00	120
Person_6	Sprint Planning	2025-08-14 08:45:00	2025-08-14 09:00:00	15
Person_6	Client Call	2025-08-14 09:00:00	2025-08-14 10:30:00	90
Person_6	1:1 Meeting	2025-08-14 10:30:00	2025-08-14 11:30:00	60
Person_6	Code Review	2025-08-14 13:15:00	2025-08-14 14:15:00	60
Person_6	Product Demo	2025-08-15 08:00:00	2025-08-15 08:45:00	45
Person_6	Architecture Review	2025-08-15 11:15:00	2025-08-15 12:00:00	45
Person_6	Budget Review	2025-08-18 10:30:00	2025-08-18 12:00:00	90
Person_6	Project Review	2025-08-18 15:30:00	2025-08-18 15:45:00	15
Person_6	Retrospective	2025-08-19 08:15:00	2025-08-19 09:00:00	45
Person_6	Budget Review	2025-08-19 09:00:00	2025-08-19 13:00:00	240
Person_6	Sprint Planning	2025-08-19 13:00:00	2025-08-19 13:15:00	15
Person_6	Demo	2025-08-20 08:00:00	2025-08-20 08:15:00	15
Person_6	Design Review	2025-08-20 09:15:00	2025-08-20 11:15:00	120
Person_6	Client Call	2025-08-20 11:15:00	2025-08-20 12:00:00	45
Person_6	Product Demo	2025-08-20 12:00:00	2025-08-20 16:00:00	240
Person_6	Client Call	2025-08-21 11:15:00	2025-08-21 11:45:00	30
Person_6	Demo	2025-08-21 12:15:00	2025-08-21 15:15:00	180
Person_6	Retrospective	2025-08-21 15:15:00	2025-08-21 16:00:00	45
Person_6	Training Session	2025-08-22 08:00:00	2025-08-22 09:00:00	60
Person_6	Client Call	2025-08-22 09:00:00	2025-08-22 10:00:00	60
Person_6	Retrospective	2025-08-22 10:00:00	2025-08-22 10:45:00	45
Person_6	All Hands	2025-08-22 10:45:00	2025-08-22 11:00:00	15
Person_6	Design Review	2025-08-22 11:00:00	2025-08-22 14:00:00	180
Person_6	Interview	2025-08-22 14:00:00	2025-08-22 14:15:00	15
Person_6	Budget Review	2025-08-22 14:15:00	2025-08-22 15:45:00	90
Person_6	Budget Review	2025-08-22 15:45:00	2025-08-22 16:00:00	15
Person_6	Product Demo	2025-08-25 11:00:00	2025-08-25 15:00:00	240
Person_6	Technical Discussion	2025-08-26 08:30:00	2025-08-26 10:30:00	120
Person_6	Product Demo	2025-08-26 10:30:00	2025-08-26 11:00:00	30
Person_6	Design Review	2025-08-26 12:15:00	2025-08-26 12:45:00	30
Person_6	Brainstorming	2025-08-26 13:45:00	2025-08-26 14:45:00	60
Person_6	Strategy Session	2025-08-27 08:15:00	2025-08-27 12:15:00	240
Person_6	Design Review	2025-08-27 12:15:00	2025-08-27 15:15:00	180
Person_6	Demo	2025-08-27 15:15:00	2025-08-27 16:00:00	45
Person_6	Team Standup	2025-08-28 10:00:00	2025-08-28 13:00:00	180
Person_6	Design Review	2025-08-28 13:00:00	2025-08-28 13:15:00	15
Person_6	Team Standup	2025-08-28 14:00:00	2025-08-28 15:30:00	90
Person_6	Interview	2025-08-29 11:30:00	2025-08-29 11:45:00	15
Person_6	1:1 Meeting	2025-08-29 12:00:00	2025-08-29 12:30:00	30
Person_6	1:1 Meeting	2025-08-29 12:30:00	2025-08-29 13:00:00	30
Person_7	Design Review	2025-07-21 11:15:00	2025-07-21 13:15:00	120
Person_7	Sprint Planning	2025-07-21 14:30:00	2025-07-21 15:15:00	45
Person_7	Product Demo	2025-07-22 08:30:00	2025-07-22 11:30:00	180
Person_7	Product Demo	2025-07-22 11:30:00	2025-07-22 12:00:00	30
Person_7	All Hands	2025-07-22 12:30:00	2025-07-22 15:30:00	180
Person_7	Product Demo	2025-07-23 11:45:00	2025-07-23 13:15:00	90
Person_7	Team Standup	2025-07-23 14:15:00	2025-07-23 14:30:00	15
Person_7	Training Session	2025-07-24 09:15:00	2025-07-24 11:15:00	120
Person_7	Strategy Session	2025-07-24 11:15:00	2025-07-24 11:30:00	15
Person_7	Client Call	2025-07-24 14:00:00	2025-07-24 15:00:00	60
Person_7	Sprint Planning	2025-07-24 15:00:00	2025-07-24 15:15:00	15
Person_7	1:1 Meeting	2025-07-25 10:30:00	2025-07-25 14:30:00	240
Person_7	Stakeholder Meeting	2025-07-28 09:00:00	2025-07-28 09:15:00	15
Person_7	Technical Discussion	2025-07-28 09:45:00	2025-07-28 11:15:00	90
Person_7	Budget Review	2025-07-28 11:15:00	2025-07-28 13:15:00	120
Person_7	Training Session	2025-07-28 13:15:00	2025-07-28 13:45:00	30
Person_7	Strategy Session	2025-07-28 13:45:00	2025-07-28 14:45:00	60
Person_7	Stakeholder Meeting	2025-07-28 14:45:00	2025-07-28 15:30:00	45
Person_7	Interview	2025-07-29 08:00:00	2025-07-29 12:00:00	240
Person_7	Demo	2025-07-29 12:15:00	2025-07-29 15:15:00	180
Person_7	Sprint Planning	2025-07-29 15:15:00	2025-07-29 16:00:00	45
Person_7	Code Review	2025-07-30 09:00:00	2025-07-30 13:00:00	240
Person_7	Planning Meeting	2025-07-30 13:00:00	2025-07-30 14:30:00	90
Person_7	All Hands	2025-07-30 14:30:00	2025-07-30 16:00:00	90
Person_7	Demo	2025-07-31 09:30:00	2025-07-31 11:00:00	90
Person_7	Code Review	2025-07-31 11:15:00	2025-07-31 12:00:00	45
Person_7	Product Demo	2025-07-31 12:00:00	2025-07-31 15:00:00	180
Person_7	Interview	2025-07-31 15:00:00	2025-07-31 15:30:00	30
Person_7	Training Session	2025-08-01 08:15:00	2025-08-01 09:15:00	60
Person_7	Technical Discussion	2025-08-04 14:45:00	2025-08-04 15:45:00	60
Person_7	Project Review	2025-08-04 15:45:00	2025-08-04 16:00:00	15
Person_7	Strategy Session	2025-08-05 08:00:00	2025-08-05 09:30:00	90
Person_7	Demo	2025-08-05 09:30:00	2025-08-05 13:30:00	240
Person_7	Client Call	2025-08-05 14:15:00	2025-08-05 15:15:00	60
Person_7	Retrospective	2025-08-06 10:15:00	2025-08-06 12:15:00	120
Person_7	Code Review	2025-08-06 12:15:00	2025-08-06 13:15:00	60
Person_7	Brainstorming	2025-08-06 13:45:00	2025-08-06 14:45:00	60
Person_7	Client Call	2025-08-07 09:45:00	2025-08-07 13:45:00	240
Person_7	Interview	2025-08-07 13:45:00	2025-08-07 15:15:00	90
Person_7	Interview	2025-08-08 09:30:00	2025-08-08 11:30:00	120
Person_7	Product Demo	2025-08-08 11:30:00	2025-08-08 11:45:00	15
Person_7	1:1 Meeting	2025-08-08 11:45:00	2025-08-08 13:45:00	120
Person_7	All Hands	2025-08-08 14:15:00	2025-08-08 15:15:00	60
Person_7	Interview	2025-08-11 09:15:00	2025-08-11 09:30:00	15
Person_7	Architecture Review	2025-08-11 10:00:00	2025-08-11 10:45:00	45
Person_7	All Hands	2025-08-11 10:45:00	2025-08-11 13:45:00	180
Person_7	Code Review	2025-08-11 13:45:00	2025-08-11 14:45:00	60
Person_7	Product Demo	2025-08-12 08:45:00	2025-08-12 12:45:00	240
Person_7	Brainstorming	2025-08-13 08:30:00	2025-08-13 09:15:00	45
Person_7	Code Review	2025-08-13 09:15:00	2025-08-13 12:15:00	180
Person_7	Stakeholder Meeting	2025-08-13 12:15:00	2025-08-13 12:30:00	15
Person_7	All Hands	2025-08-13 14:00:00	2025-08-13 14:30:00	30
Person_7	Team Standup	2025-08-13 14:30:00	2025-08-13 14:45:00	15
Person_7	Project Review	2025-08-13 15:00:00	2025-08-13 15:15:00	15
Person_7	Product Demo	2025-08-14 08:00:00	2025-08-14 08:15:00	15
Person_7	Team Standup	2025-08-14 08:15:00	2025-08-14 11:15:00	180
Person_7	Architecture Review	2025-08-14 11:15:00	2025-08-14 15:15:00	240
Person_7	Stakeholder Meeting	2025-08-15 08:00:00	2025-08-15 09:30:00	90
Person_7	Client Call	2025-08-15 09:30:00	2025-08-15 12:30:00	180
Person_7	All Hands	2025-08-15 12:30:00	2025-08-15 13:00:00	30
Person_7	Interview	2025-08-18 08:30:00	2025-08-18 11:30:00	180
Person_7	Training Session	2025-08-18 11:30:00	2025-08-18 13:00:00	90
Person_7	Retrospective	2025-08-19 08:45:00	2025-08-19 09:00:00	15
Person_7	Product Demo	2025-08-19 11:00:00	2025-08-19 14:00:00	180
Person_7	Team Standup	2025-08-19 14:00:00	2025-08-19 14:15:00	15
Person_7	Code Review	2025-08-19 14:15:00	2025-08-19 15:15:00	60
Person_7	1:1 Meeting	2025-08-20 09:00:00	2025-08-20 13:00:00	240
Person_7	Demo	2025-08-20 13:00:00	2025-08-20 13:15:00	15
Person_7	Strategy Session	2025-08-20 13:15:00	2025-08-20 13:30:00	15
Person_7	Technical Discussion	2025-08-20 13:30:00	2025-08-20 13:45:00	15
Person_7	Client Call	2025-08-20 13:45:00	2025-08-20 15:45:00	120
Person_7	Project Review	2025-08-21 09:00:00	2025-08-21 12:00:00	180
Person_7	Demo	2025-08-21 12:30:00	2025-08-21 15:30:00	180
Person_7	Demo	2025-08-22 08:30:00	2025-08-22 09:30:00	60
Person_7	Sprint Planning	2025-08-22 09:30:00	2025-08-22 09:45:00	15
Person_7	Team Standup	2025-08-22 10:45:00	2025-08-22 13:45:00	180
Person_7	Code Review	2025-08-25 10:00:00	2025-08-25 14:00:00	240
Person_7	Retrospective	2025-08-25 14:00:00	2025-08-25 16:00:00	120
Person_7	Budget Review	2025-08-26 08:00:00	2025-08-26 08:30:00	30
Person_7	Retrospective	2025-08-26 09:15:00	2025-08-26 12:15:00	180
Person_7	Project Review	2025-08-26 12:15:00	2025-08-26 13:45:00	90
Person_7	All Hands	2025-08-26 13:45:00	2025-08-26 14:15:00	30
Person_7	Training Session	2025-08-26 14:15:00	2025-08-26 14:45:00	30
Person_7	Product Demo	2025-08-27 10:15:00	2025-08-27 14:15:00	240
Person_7	Team Standup	2025-08-28 11:15:00	2025-08-28 13:15:00	120
Person_7	Retrospective	2025-08-28 13:15:00	2025-08-28 14:45:00	90
Person_7	Stakeholder Meeting	2025-08-28 14:45:00	2025-08-28 15:45:00	60
Person_7	All Hands	2025-08-29 12:00:00	2025-08-29 13:30:00	90
Person_8	Architecture Review	2025-07-21 10:30:00	2025-07-21 13:30:00	180
Person_8	Team Standup	2025-07-22 10:30:00	2025-07-22 11:15:00	45
Person_8	Brainstorming	2025-07-22 11:15:00	2025-07-22 14:15:00	180
Person_8	Client Call	2025-07-22 14:15:00	2025-07-22 15:15:00	60
Person_8	Sprint Planning	2025-07-23 09:15:00	2025-07-23 13:15:00	240
Person_8	Demo	2025-07-23 13:15:00	2025-07-23 14:00:00	45
Person_8	Planning Meeting	2025-07-24 09:15:00	2025-07-24 13:15:00	240
Person_8	Retrospective	2025-07-24 13:15:00	2025-07-24 13:45:00	30
Person_8	Technical Discussion	2025-07-25 08:45:00	2025-07-25 10:45:00	120
Person_8	Product Demo	2025-07-25 13:00:00	2025-07-25 14:00:00	60
Person_8	Design Review	2025-07-28 14:00:00	2025-07-28 14:15:00	15
Person_8	Training Session	2025-07-29 10:00:00	2025-07-29 11:30:00	90
Person_8	Brainstorming	2025-07-29 11:45:00	2025-07-29 12:00:00	15
Person_8	All Hands	2025-07-29 12:15:00	2025-07-29 15:15:00	180
Person_8	Sprint Planning	2025-07-29 15:15:00	2025-07-29 16:00:00	45
Person_8	1:1 Meeting	2025-07-30 12:30:00	2025-07-30 15:30:00	180
Person_8	Brainstorming	2025-07-31 09:15:00	2025-07-31 11:15:00	120
Person_8	Retrospective	2025-07-31 12:45:00	2025-07-31 13:00:00	15
Person_8	Code Review	2025-07-31 14:30:00	2025-07-31 15:00:00	30
Person_8	Architecture Review	2025-08-01 08:00:00	2025-08-01 08:30:00	30
Person_8	Team Standup	2025-08-01 08:45:00	2025-08-01 11:45:00	180
Person_8	Code Review	2025-08-01 11:45:00	2025-08-01 12:15:00	30
Person_8	Interview	2025-08-01 12:15:00	2025-08-01 13:15:00	60
Person_8	All Hands	2025-08-04 08:45:00	2025-08-04 09:15:00	30
Person_8	Client Call	2025-08-05 12:00:00	2025-08-05 14:00:00	120
Person_8	Architecture Review	2025-08-05 14:00:00	2025-08-05 15:00:00	60
Person_8	Budget Review	2025-08-06 08:30:00	2025-08-06 10:30:00	120
Person_8	Client Call	2025-08-06 14:45:00	2025-08-06 15:00:00	15
Person_8	Planning Meeting	2025-08-07 13:45:00	2025-08-07 14:15:00	30
Person_8	Retrospective	2025-08-08 08:45:00	2025-08-08 12:45:00	240
Person_8	Sprint Planning	2025-08-08 12:45:00	2025-08-08 13:30:00	45
Person_8	Planning Meeting	2025-08-08 13:30:00	2025-08-08 14:15:00	45
Person_8	Brainstorming	2025-08-08 14:15:00	2025-08-08 14:30:00	15
Person_8	Training Session	2025-08-11 09:45:00	2025-08-11 10:45:00	60
Person_8	Demo	2025-08-11 11:00:00	2025-08-11 11:45:00	45
Person_8	Team Standup	2025-08-11 11:45:00	2025-08-11 14:45:00	180
Person_8	Client Call	2025-08-11 14:45:00	2025-08-11 15:15:00	30
Person_8	Planning Meeting	2025-08-12 10:30:00	2025-08-12 14:30:00	240
Person_8	Interview	2025-08-12 14:30:00	2025-08-12 15:00:00	30
Person_8	Client Call	2025-08-13 10:30:00	2025-08-13 11:30:00	60
Person_8	All Hands	2025-08-13 11:30:00	2025-08-13 12:15:00	45
Person_8	Brainstorming	2025-08-13 12:15:00	2025-08-13 15:15:00	180
Person_8	Product Demo	2025-08-14 12:00:00	2025-08-14 12:45:00	45
Person_8	All Hands	2025-08-15 09:00:00	2025-08-15 13:00:00	240
Person_8	Design Review	2025-08-15 13:00:00	2025-08-15 13:45:00	45
Person_8	Planning Meeting	2025-08-15 13:45:00	2025-08-15 14:30:00	45
Person_8	Architecture Review	2025-08-18 09:30:00	2025-08-18 13:30:00	240
Person_8	All Hands	2025-08-18 13:30:00	2025-08-18 13:45:00	15
Person_8	Retrospective	2025-08-18 14:45:00	2025-08-18 15:45:00	60
Person_8	Project Review	2025-08-19 08:30:00	2025-08-19 12:30:00	240
Person_8	Code Review	2025-08-19 14:45:00	2025-08-19 15:00:00	15
Person_8	Design Review	2025-08-20 09:15:00	2025-08-20 10:45:00	90
Person_8	Stakeholder Meeting	2025-08-20 10:45:00	2025-08-20 14:45:00	240
Person_8	Design Review	2025-08-21 08:15:00	2025-08-21 09:45:00	90
Person_8	Strategy Session	2025-08-21 10:15:00	2025-08-21 14:15:00	240
Person_8	Code Review	2025-08-21 14:15:00	2025-08-21 14:30:00	15
Person_8	Project Review	2025-08-21 15:15:00	2025-08-21 15:30:00	15
Person_8	Budget Review	2025-08-22 10:45:00	2025-08-22 11:30:00	45
Person_8	Interview	2025-08-22 12:45:00	2025-08-22 13:00:00	15
Person_8	Sprint Planning	2025-08-22 13:00:00	2025-08-22 15:00:00	120
Person_8	All Hands	2025-08-22 15:00:00	2025-08-22 15:45:00	45
Person_8	Sprint Planning	2025-08-25 09:00:00	2025-08-25 09:30:00	30
Person_8	All Hands	2025-08-25 10:15:00	2025-08-25 10:30:00	15
Person_8	Technical Discussion	2025-08-26 08:30:00	2025-08-26 12:30:00	240
Person_8	Project Review	2025-08-26 12:30:00	2025-08-26 13:00:00	30
Person_8	Retrospective	2025-08-26 13:00:00	2025-08-26 15:00:00	120
Person_8	Architecture Review	2025-08-27 11:45:00	2025-08-27 13:45:00	120
Person_8	Team Standup	2025-08-27 13:45:00	2025-08-27 15:45:00	120
Person_8	Sprint Planning	2025-08-28 09:45:00	2025-08-28 12:45:00	180
Person_8	Training Session	2025-08-28 12:45:00	2025-08-28 13:45:00	60
Person_8	Product Demo	2025-08-28 14:45:00	2025-08-28 15:15:00	30
Person_8	Architecture Review	2025-08-29 12:45:00	2025-08-29 13:30:00	45
Person_8	1:1 Meeting	2025-08-29 13:45:00	2025-08-29 15:45:00	120
Person_9	Client Call	2025-07-21 08:00:00	2025-07-21 12:00:00	240
Person_9	Sprint Planning	2025-07-22 08:00:00	2025-07-22 12:00:00	240
Person_9	Training Session	2025-07-22 12:00:00	2025-07-22 13:30:00	90
Person_9	Planning Meeting	2025-07-22 13:30:00	2025-07-22 13:45:00	15
Person_9	Interview	2025-07-22 13:45:00	2025-07-22 14:15:00	30
Person_9	All Hands	2025-07-22 14:15:00	2025-07-22 15:15:00	60
Person_9	Project Review	2025-07-23 11:30:00	2025-07-23 12:30:00	60
Person_9	Demo	2025-07-24 08:00:00	2025-07-24 08:15:00	15
Person_9	Demo	2025-07-24 08:45:00	2025-07-24 09:15:00	30
Person_9	Technical Discussion	2025-07-24 09:15:00	2025-07-24 09:45:00	30
Person_9	All Hands	2025-07-24 10:30:00	2025-07-24 12:30:00	120
